Case Number,Case Type,Address,Description,Case Group,Date Case Created,Last Inspection Date,Last Inspection Result,Status,Permit and Complaint Status URL,Latitude,Longitude,Location
1029505,CONSTRUCTION,4300 WOODLAND PARK AVE N,Elevator equipment (Car 2551) does not meet current safety standards,BUILDING,04/30/2013,10/30/2012,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029505,47.659406,-122.34436,"(47.659406, -122.34436)"
1029504,HOUSING / ZONING,5248 11TH AVE NE,Violation of HBMC,HOUSING,04/30/2013,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029504,47.667864,-122.316013,"(47.667864, -122.316013)"
1029503,CONSTRUCTION,3915 2ND AVE NE,Multiple code violations for elevators in this building.,BUILDING,04/30/2013,03/18/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029503,47.654787,-122.327178,"(47.654787, -122.327178)"
1029502,CITATION,10111 32ND PL SW,"junk storage, minor veg",ZONING,04/30/2013,04/29/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029502,47.512296,-122.373198,"(47.512296, -122.373198)"
1029501,CONSTRUCTION,3901 2ND AVE NE,Multiple code violations for elevators in this building.,BUILDING,04/30/2013,03/18/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029501,47.654551,-122.327284,"(47.654551, -122.327284)"
1029500,TENANT RELOCATION ORDINANCE,9607 ROOSEVELT WAY NE,Application for a Tenant Relocation License. Total units: 2; total units occupied: 1. Demolition.,,04/29/2013,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029500,47.698818,-122.317891,"(47.698818, -122.317891)"
1029499,CITATION,2515 PERKINS LN W,4.23.13: Observed violation of Beekeeping regulations. -GH,ZONING,04/29/2013,04/25/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029499,47.641143,-122.414955,"(47.641143, -122.414955)"
1029498,TENANT RELOCATION ORDINANCE,12029 36TH AVE NE,Application for a Tenant Relocation License. Total units: 1; total units occupied: 1. Demolition.,,04/29/2013,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029498,47.716485,-122.290134,"(47.716485, -122.290134)"
1029497,HOUSING / ZONING,5320 M L KING JR WAY S,Emergency Condition,HOUSING,04/29/2013,04/29/2013,FAILED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029497,47.553724,-122.288849,"(47.553724, -122.288849)"
1029496,CONSTRUCTION,310 N 103RD ST,performing electrical work without permit and inspections,ELECTRICAL,04/29/2013,04/23/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029496,47.703826,-122.355048,"(47.703826, -122.355048)"
1029495,HOUSING / ZONING,7407 CALIFORNIA AVE SW,Notice of Violation for deficient notice to terminate tenancy contrary to the Just Cause Eviction Ordinance.,JUST CAUSE EVICTION,04/29/2013,05/03/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029495,47.536762,-122.38768,"(47.536762, -122.38768)"
1029494,CONSTRUCTION,725 M L KING JR WAY,Stop work posted for gutting portion of SFR without permit,BUILDING,04/29/2013,04/23/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029494,47.608861,-122.296475,"(47.608861, -122.296475)"
1029493,CITATION,2530 NW 91ST ST,04/22/13 dw land use violation,,04/26/2013,04/22/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029493,47.695424,-122.389678,"(47.695424, -122.389678)"
1029492,CITATION,5511 S LEO ST,Outdoor junk storage of many black trash bags plus more than three vehicles are parked on the property.,ZONING,04/26/2013,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029492,47.502272,-122.26423,"(47.502272, -122.26423)"
1029491,CONSTRUCTION,3025 NE 87TH ST,Constructing carport (approx 16 x 16) in front yard set back. Needs permit and approvals for construction & electrical.,BUILDING,04/26/2013,04/25/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029491,47.69146407,-122.29481434,"(47.69146407, -122.29481434)"
1029490,CITATION,2721 25TH AVE S,Land Use Code violations observed.,ZONING,04/26/2013,05/10/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029490,47.578546,-122.300542,"(47.578546, -122.300542)"
1029489,CITATION,13037 25TH AVE NE,4/18/13 ej-Observed vegetation encroaching into the street along 23rd Pl NE.,WEEDS AND VEGETATION,04/26/2013,04/25/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029489,47.72413,-122.302911,"(47.72413, -122.302911)"
1029488,CITATION,2321 FRANKLIN AVE E,"4/25/13 ej- Observed outdoor junk storage such as but not limited to, clothes, storage items, household item and other miscellaneous items.",ZONING,04/25/2013,04/25/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029488,47.640366,-122.324962,"(47.640366, -122.324962)"
1029487,CITATION,12351 40TH AVE NE,Violation of Land Use- Parking in the required front yard and outdoor junk storage,ZONING,04/25/2013,04/18/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029487,47.718881,-122.285603,"(47.718881, -122.285603)"
1029486,HOUSING / ZONING,409 EASTLAKE AVE E,4/25/13- EJ- Observed housing code violations.,HOUSING,04/25/2013,04/25/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029486,47.622328,-122.32954,"(47.622328, -122.32954)"
1029485,HOUSING / ZONING,5811 16TH AVE S,Violation of the Just Cause Eviction Ordinance (Seattle Municipal Code Section 22.206.160(C)),JUST CAUSE EVICTION,04/25/2013,04/25/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029485,47.55081,-122.312607,"(47.55081, -122.312607)"
1029484,HOUSING / ZONING,4040 26TH AVE SW,Zoning violation: light and glare violation,ZONING,04/25/2013,04/22/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029484,47.567096,-122.364899,"(47.567096, -122.364899)"
1029483,CITATION,715 2ND AVE W,4.22.13: Observed junk storage near dumpsters of apartment building. -GH,ZONING,04/25/2013,05/09/2013,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029483,47.626109,-122.359549,"(47.626109, -122.359549)"
1029482,CITATION,4501 42ND AVE S,Land Use Code violation observed.,ZONING,04/25/2013,04/24/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029482,47.56272105,-122.28108343,"(47.56272105, -122.28108343)"
1029481,CONSTRUCTION,7309 35TH AVE S,Constructing interior alterations to the 1st floor and basement of a Single Family Residence requires a permit and inspections from DPD. STOP WORK ORDER posted 4/25/13.,BUILDING,04/25/2013,04/26/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029481,47.53671053,-122.28884359,"(47.53671053, -122.28884359)"
1029480,HOUSING / ZONING,1121 10TH AVE E,Land Use Code violations observed.,ZONING,04/25/2013,04/22/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029480,47.62938621,-122.32050735,"(47.62938621, -122.32050735)"
1029479,CONSTRUCTION,3419 18TH AVE S,Constructing an addition to the rear (west side) of this house requires a permit and inspections from DPD.,BUILDING,04/25/2013,04/26/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029479,47.5724636,-122.30789787,"(47.5724636, -122.30789787)"
1029478,CITATION,3629 15TH AVE S,Inoperable vehicles in the back.,ZONING,04/24/2013,04/19/2013,FAILED,VIOLATION,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029478,47.570731,-122.313699,"(47.570731, -122.313699)"
1029477,HOUSING / ZONING,2447 NW 61ST ST,Just Cause certification required on termination notice for owner to occupy.,JUST CAUSE EVICTION,04/24/2013,05/06/2013,FAILED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029477,47.672909,-122.389711,"(47.672909, -122.389711)"
1029476,CONSTRUCTION,8003 41ST AVE NE,Removed exceptional tree without DPD approval.,SITE,04/24/2013,04/22/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029476,47.686798,-122.284501,"(47.686798, -122.284501)"
1029475,CITATION,1723 19TH AVE,4/23/13 ej- Observed vegetation encroaching onto the sidewalk along E Howell St.,WEEDS AND VEGETATION,04/24/2013,04/23/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029475,47.617426,-122.307694,"(47.617426, -122.307694)"
1029474,HOUSING / ZONING,6285 AIRPORT WAY S,Housing violations:,HOUSING,04/24/2013,04/17/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029474,47.546462,-122.313507,"(47.546462, -122.313507)"
1029473,CITATION,1812 E MADISON ST,4/23/13 ej- Observed vegetation encroaching into the sidewalk along E Madison St.,WEEDS AND VEGETATION,04/24/2013,05/10/2013,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029473,47.616519,-122.308401,"(47.616519, -122.308401)"
1029472,CONDO CONVERSION AND PRESALE,,,,04/24/2013,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029472,,,
1029471,CITATION,607 19TH AVE E,4/23/13 ej-Observed vegetation encroaching into the sidewalk along Mercer St.,WEEDS AND VEGETATION,04/24/2013,04/23/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029471,47.624757,-122.307816,"(47.624757, -122.307816)"
1029470,CITATION,801 NW 50TH ST,04/23/13 dw land use violation,ZONING,04/23/2013,04/23/2013,FAILED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029470,47.664866,-122.366493,"(47.664866, -122.366493)"
1029469,CONSTRUCTION,11771 LAKESIDE PL NE,Constructing retaining wall in eca (steep slope and potential slide) without permits.,SITE,04/23/2013,04/20/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029469,47.715326,-122.27851,"(47.715326, -122.27851)"
1029468,CITATION,4204 NE 88TH ST,Violation of Weeds & Vegetation Ord-,WEEDS AND VEGETATION,04/23/2013,04/15/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029468,47.692535,-122.282393,"(47.692535, -122.282393)"
1029467,HOUSING / ZONING,7429 RAINIER AVE S,"4/22/13- arrived, but complainant was not home and did not have access.",HOUSING,04/23/2013,04/24/2013,PASSED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029467,47.534952,-122.270336,"(47.534952, -122.270336)"
1029466,CITATION,408 N 125TH ST,04/22/13 dw land use violations exists.,ZONING,04/23/2013,04/22/2013,FAILED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029466,47.719896,-122.353403,"(47.719896, -122.353403)"
1029465,CITATION,1310 E THOMAS ST,4/15/13 EJ- Observed vegetation blocking line of sight for pedestrians crossing.,WEEDS AND VEGETATION,04/22/2013,05/09/2013,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029465,47.62137,-122.315539,"(47.62137, -122.315539)"
1029464,CITATION,10731 DAYTON AVE N,04/22/13 DW NO VIOLATIONS EXIST,ZONING,04/22/2013,04/22/2013,FAILED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029464,47.707807,-122.353115,"(47.707807, -122.353115)"
1029463,CITATION,10402 8TH AVE NE,4.10.13 - BB - Visited the site and identified two or three small chickens in a pen near the garage.  No evidence of a rooster on-site.,ZONING,04/22/2013,04/22/2013,FAILED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029463,47.704163,-122.32026,"(47.704163, -122.32026)"
1029462,CONSTRUCTION,13909 4TH AVE NE,Cut into hillside in ECA; steep slope without DPD approval to create parking space.,SITE,04/22/2013,04/19/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029462,47.729785,-122.325387,"(47.729785, -122.325387)"
1029461,CITATION,5703 35TH AVE NE,Violation of Weeds & Vegetation Ord-,WEEDS AND VEGETATION,04/22/2013,05/03/2013,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029461,47.670522,-122.290556,"(47.670522, -122.290556)"
1029460,CITATION,5000 DELRIDGE WAY SW,zoning- junk storage,ZONING,04/22/2013,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029460,47.557322,-122.362609,"(47.557322, -122.362609)"
1029459,CITATION,8320 LAKE CITY WAY NE,"4/18/13 ej- Observed outdoor junk storage, such as but not limited to, mattress and other miscellaneous items around the dumpsters.",ZONING,04/22/2013,05/09/2013,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029459,47.689842,-122.308278,"(47.689842, -122.308278)"
1029458,CITATION,8903 35TH AVE NE,Violation of weeds & vegetation ord-,WEEDS AND VEGETATION,04/22/2013,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029458,47.693322,-122.290959,"(47.693322, -122.290959)"
1029457,TENANT RELOCATION ORDINANCE,741 HARVARD AVE E,Application for a Tenant Relocation License. Total units: 3; total units occupied: 2. Demolition.,,04/19/2013,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029457,47.62629,-122.322686,"(47.62629, -122.322686)"
1029456,TENANT RELOCATION ORDINANCE,90 E NEWTON ST,Application for a Tenant Relocation License. Total units: 4; total units occupied: 3. Demolition.,,04/19/2013,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029456,47.63694,-122.327469,"(47.63694, -122.327469)"
1029455,CITATION,9035 12TH AVE NW,04/19/13 dw land use violation exists.,ZONING,04/19/2013,04/19/2013,FAILED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029455,47.695322,-122.371744,"(47.695322, -122.371744)"
1029454,CITATION,6205 44TH AVE S,Minor outdoor storage.,ZONING,04/19/2013,05/03/2013,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029454,47.54659,-122.278347,"(47.54659, -122.278347)"
1029453,CITATION,4347 S HOLDEN ST,Outdoor storage on the porch associated with a home occupation.,ZONING,04/19/2013,04/24/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029453,47.533024,-122.276966,"(47.533024, -122.276966)"
1029452,HOUSING / ZONING,4848 DELRIDGE WAY SW,"04/11/13 - Vacant, open to entry and weather, junk storage",VACANT BUILDING,04/19/2013,04/11/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029452,47.55781,-122.362622,"(47.55781, -122.362622)"
1029451,CITATION,5204 11TH AVE NE,Violation of Land Use- Outdoor junk storage,ZONING,04/19/2013,04/15/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029451,47.666712,-122.315904,"(47.666712, -122.315904)"
1029450,CONSTRUCTION,13713 42ND PL NE,"Tree cutting, vegetation removal, grading, constructing retaining wall in environmentally critical area, steep slope, potential & known slide area without DPD approval.",SITE,04/19/2013,04/19/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029450,47.728143,-122.282715,"(47.728143, -122.282715)"
1029449,CONSTRUCTION,2831 S JACKSON ST,Remodeling a parking garage into storage and/or habitable space requires a permit and inspections from DPD.,BUILDING,04/19/2013,04/18/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029449,47.59892145,-122.29576515,"(47.59892145, -122.29576515)"
1029448,HOUSING / ZONING,4404 S TRENTON ST,"observed mattresses, discarded furniture pieces and other miscellaneous items in west and south sides of property. House is vacant with padlock on front door.",VACANT BUILDING,04/19/2013,04/17/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029448,47.52444966,-122.27764045,"(47.52444966, -122.27764045)"
1029447,HOUSING / ZONING,2612 WARREN AVE N,4.18.13: Violation of home occupations standards. -GH,ZONING,04/18/2013,04/17/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029447,47.643662,-122.354268,"(47.643662, -122.354268)"
1029446,CITATION,3947 S BRANDON ST,Minor housing and outdoor storage violations.,ZONING,04/18/2013,04/18/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029446,47.553249,-122.281461,"(47.553249, -122.281461)"
1029445,CITATION,4425 CORLISS AVE N,"4.18.13 - BB - Violation of the Land Use Code observed, including substantial outdoor junk storage.",ZONING,04/18/2013,05/01/2013,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029445,47.661104,-122.331685,"(47.661104, -122.331685)"
1029444,CONSTRUCTION,8847 20TH AVE SW,Constructing an addition to a Single Family Residence requires a permit and inspections from DPD. STOP WORK ORDER posted 4/17/13. Dirt dumped in alley reported to SDOT 4/18/13.,BUILDING,04/18/2013,04/19/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029444,47.523355,-122.359511,"(47.523355, -122.359511)"
1029443,CITATION,2002 S BRANDON ST,An inoperable VW in the front yard.,ZONING,04/18/2013,04/17/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029443,47.554575,-122.306512,"(47.554575, -122.306512)"
1029442,CITATION,2121 8TH AVE,"4-17-13 DG I called Sellen Construction and spoke to Adam Creefall. He said that DBM Contractors brought in their shoring equipment to the site. They were supposed to deliver equipment, shut down till 7am. I told Adam I was issuing a citation to DBM. They started at 3am, they didn't have a noise variance and they didn't shut down he after equipment was off-loaded.",CONSTRUCTION NOISE,04/18/2013,04/17/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029442,47.616534,-122.338521,"(47.616534, -122.338521)"
1029441,CONSTRUCTION,5463 LEARY AVE NW,Electrical permit and inspections are required; does not require construction permit.,ELECTRICAL,04/18/2013,04/15/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029441,47.668151,-122.384378,"(47.668151, -122.384378)"
1029440,CONSTRUCTION,4832 46TH AVE SW,Temporary Erosion & Sedimentation Control (TESC) and Construction Stormwater Control (CSC) is per Permit 6319521 as of 1/24/13.,SITE,04/17/2013,01/24/2013,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029440,47.558382,-122.390551,"(47.558382, -122.390551)"
1029439,CITATION,9519 5TH AVE NE,LU Code Violation,ZONING,04/17/2013,04/17/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029439,47.69835485,-122.32371563,"(47.69835485, -122.32371563)"
1029438,HOUSING / ZONING,9519 5TH AVE NE,HBMC Violation,HOUSING,04/17/2013,04/17/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029438,47.69835485,-122.32371563,"(47.69835485, -122.32371563)"
1029437,CONSTRUCTION,3401 RAINIER AVE S,"Remodeling and occupying lower level/basement of building as assembly use (Powerful Schools rents various rooms for 21-50 occupants) requires permit(s), inspections and a Certificate of Occupancy from DPD.",BUILDING,04/17/2013,04/19/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029437,47.572577,-122.29438,"(47.572577, -122.29438)"
1029436,CONSTRUCTION,4009 21ST AVE SW,Removing more than 750 sq.ft. of trees and vegetation in a Potential Slide and Steep Slope Environmentally Critical Area requires approval & replanting plan from DPD.,SITE,04/17/2013,04/18/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029436,47.56804096,-122.36053569,"(47.56804096, -122.36053569)"
1029435,CONSTRUCTION,1305 E MERCER ST,Violation for erosion control standards not being met.,SITE,04/17/2013,04/16/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029435,47.6241,-122.315349,"(47.6241, -122.315349)"
1029434,HOUSING / ZONING,110 W OLYMPIC PL,4.16.13: HBMC violation observed. -GGH,,04/17/2013,04/16/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1029434,47.626921,-122.358944,"(47.626921, -122.358944)"
